N,A,B,Cin,Output,Expected,Latency
1,0,0,0,0,0,0
6,100,110010,1,110111,110111,3
12,11100101101,1000000011,1,100100110001,100100110001,5
19,1100101100101100,1010011001101011111,1,1011111111010001100,1011111111010001100,13
2,1,0,1,10,10,2
7,11,11111,0,100010,100010,9
18,111001100101100101,100001000011001011,1,1011010101000110001,1011010101000110001,5
4,0,1010,1,1011,1011,2
5,10111,100,0,11011,11011,5
1,1,0,1,10,10,2
3,100,1,0,101,101,4
9,110000100,1101111,0,111110011,111110011,10
20,10001100101100101100,11010011001101011111,1,101011111111010001100,101011111111010001100,13
16,1110101000011110,1001011001110111,1,11000000010010110,11000000010010110,13
21,110001100101100101100,111010011001101011111,1,1101011111111010001100,1101011111111010001100,13
22,110001100101100101100,111010011001101011111,1,1101011111111010001100,1101011111111010001100,13
23,10110001100101100101100,10111010011001101011111,1,101101011111111010001100,101101011111111010001100,13
24,10110001100101100101100,110111010011001101011111,1,1001101011111111010001100,1001101011111111010001100,13
25,10110001100101100101100,1110111010011001101011111,1,10001101011111111010001100,10001101011111111010001100,13
26,10010110001100101100101100,11110111010011001101011111,1,110001101011111111010001100,110001101011111111010001100,13
27,110010110001100101100101100,111110111010011001101011111,1,1110001101011111111010001100,1110001101011111111010001100,13
2,1,0,0,1,1,3
13,1011100101101,1000000011,1,1100100110001,1100100110001,5
14,11001110000011,111111111001,0,100001101111100,100001101111100,11
28,110010110001100101100101100,1111110111010011001101011111,1,10110001101011111111010001100,10110001101011111111010001100,13
1,0,0,0,0,0,2
3,0,110,0,110,110,2
4,11,11,1,111,111,3
7,111010,1101111,0,10101001,10101001,4
11,11001100,11101111010,0,100001000110,100001000110,10
19,111001100101100101,100001000011001011,1,1011010101000110001,1011010101000110001,5
6,111000,1001,1,1000010,1000010,6
8,10000011,11111,0,10100010,10100010,9
2,0,10,0,10,10,2
29,10110010110001100101100101100,1111110111010011001101011111,1,100110001101011111111010001100,100110001101011111111010001100,13
1,1,0,0,1,1,2
2,1,1,0,10,10,0
5,11001,11,0,11100,11100,6
17,11110101000011110,1001011001110111,1,101000000010010110,101000000010010110,13
20,111001100101100101,10100001000011001011,1,11011010101000110001,11011010101000110001,5
1,1,0,0,1,1,0
3,111,111,1,1111,1111,3
10,110000100,1101111,0,111110011,111110011,11
21,111001100101100101,110100001000011001011,1,111011010101000110001,111011010101000110001,5
30,10110010110001100101100101100,101111110111010011001101011111,1,1000110001101011111111010001100,1000110001101011111111010001100,13
31,10110010110001100101100101100,101111110111010011001101011111,1,1000110001101011111111010001100,1000110001101011111111010001100,13
32,10110010110001100101100101100,101111110111010011001101011111,1,1000110001101011111111010001100,1000110001101011111111010001100,13
4,1101,101,1,10011,10011,4
15,11001110000011,111111111001,0,100001101111100,100001101111100,11
22,1000111001100101100101,110100001000011001011,1,1111011010101000110001,1111011010101000110001,6
7,1000110,10101,0,1011011,1011011,5
14,1011100101101,10001000000011,1,11100100110001,11100100110001,6
23,11000111001100101100101,10110100001000011001011,1,101111011010101000110001,101111011010101000110001,7
24,111000111001100101100101,110110100001000011001011,1,1101111011010101000110001,1101111011010101000110001,7
25,111000111001100101100101,1110110100001000011001011,1,10101111011010101000110001,10101111011010101000110001,7
26,10111000111001100101100101,1110110100001000011001011,1,100101111011010101000110001,100101111011010101000110001,7
27,10111000111001100101100101,101110110100001000011001011,1,1000101111011010101000110001,1000101111011010101000110001,7
1,1,0,1,10,10,2
2,11,1,0,100,100,3
6,110110,10001,1,1001000,1001000,5
8,10111010,11101111,0,110101001,110101001,5
9,110000011,11111,0,110100010,110100010,9
12,11001100,111101111010,0,1000001000110,1000001000110,12
28,10111000111001100101100101,101110110100001000011001011,1,1000101111011010101000110001,1000101111011010101000110001,7
3,10,110,1,1001,1001,3
5,11111,1111,0,101110,101110,4
18,111110101000011110,101001011001110111,1,1101000000010010110,1101000000010010110,13
1,1,0,0,1,1,2
7,100,110010,1,110111,110111,3
16,1011001110000011,1000111111111001,0,10100001101111100,10100001101111100,11
29,10010111000111001100101100101,101110110100001000011001011,1,11000101111011010101000110001,11000101111011010101000110001,7
2,10,11,0,101,101,3
4,11,1100,1,10000,10000,6
11,110000100,10001101111,0,10111110011,10111110011,11
30,110010111000111001100101100101,100101110110100001000011001011,1,1011000101111011010101000110001,1011000101111011010101000110001,7
31,110010111000111001100101100101,1100101110110100001000011001011,1,10011000101111011010101000110001,10011000101111011010101000110001,7
32,110010111000111001100101100101,11100101110110100001000011001011,1,100011000101111011010101000110001,100011000101111011010101000110001,7
1,1,1,1,11,11,2
6,10111,100,0,11011,11011,5
8,1000110,10101,0,1011011,1011011,5
9,10111010,111101111,0,1010101001,1010101001,5
13,11001100,111101111010,0,1000001000110,1000001000110,13
15,101011100101101,110001000000011,1,1011100100110001,1011100100110001,7
1,1,1,1,11,11,0
2,10,0,1,11,11,2
10,1110000011,11111,0,1110100010,1110100010,9
19,1111110101000011110,101001011001110111,1,10101000000010010110,10101000000010010110,13
3,0,111,1,1000,1000,6
17,11011001110000011,1000111111111001,0,100100001101111100,100100001101111100,11
2,1,1,0,10,10,1
4,1110,1010,1,11001,11001,3
5,11100,1011,0,100111,100111,7
1,1,0,0,1,1,2
8,10000100,110010,1,10110111,10110111,3
20,11111110101000011110,101001011001110111,1,100101000000010010110,100101000000010010110,13
3,111,1,1,1001,1001,2
16,101011100101101,110001000000011,1,1011100100110001,1011100100110001,7
21,11111110101000011110,101001011001110111,1,100101000000010010110,100101000000010010110,13
2,11,1,1,101,101,2
3,101,100,0,1001,1001,0
7,1111000,1001,1,10000010,10000010,8
9,101000110,10101,0,101011011,101011011,5
12,100110000100,10001101111,0,110111110011,110111110011,11
22,11111110101000011110,101001011001110111,1,100101000000010010110,100101000000010010110,13
1,1,1,1,11,11,2
4,1111,1011,1,11011,11011,3
10,10111010,111101111,0,1010101001,1010101001,5
14,10000011001100,111101111010,0,11000001000110,11000001000110,13
23,10011111110101000011110,101001011001110111,1,10100101000000010010110,10100101000000010010110,13
24,10011111110101000011110,100000101001011001110111,1,110100101000000010010110,110100101000000010010110,13
25,1010011111110101000011110,1100000101001011001110111,1,10110100101000000010010110,10110100101000000010010110,13
26,11010011111110101000011110,11100000101001011001110111,1,110110100101000000010010110,110110100101000000010010110,13
27,111010011111110101000011110,11100000101001011001110111,1,1010110100101000000010010110,1010110100101000000010010110,13
5,10000,1010,1,11011,11011,4
18,111011001110000011,101000111111111001,0,1100100001101111100,1100100001101111100,11
28,1111010011111110101000011110,1011100000101001011001110111,1,11010110100101000000010010110,11010110100101000000010010110,13
2,11,11,0,110,110,2
6,11001,100011,0,111100,111100,8
11,1110000011,10000011111,0,11110100010,11110100010,9
1,1,0,1,10,10,2
4,111,1111,0,10110,10110,2
9,110000100,100110010,1,1010110111,1010110111,3
17,10101011100101101,110001000000011,1,11011100100110001,11011100100110001,7
1,1,0,1,10,10,0
4,1001,1101,0,10110,10110,0
29,1111010011111110101000011110,11011100000101001011001110111,1,101010110100101000000010010110,101010110100101000000010010110,13
5,11,11,1,111,111,3
7,110110,10001,1,1001000,1001000,5
13,100110000100,10001101111,0,110111110011,110111110011,11
3,111,1,1,1001,1001,6
19,1111011001110000011,1101000111111111001,0,11100100001101111100,11100100001101111100,11
30,1111010011111110101000011110,111011100000101001011001110111,1,1001010110100101000000010010110,1001010110100101000000010010110,13
31,1111010011111110101000011110,111011100000101001011001110111,1,1001010110100101000000010010110,1001010110100101000000010010110,13
32,10001111010011111110101000011110,10111011100000101001011001110111,1,101001010110100101000000010010110,101001010110100101000000010010110,13
1,1,1,1,11,11,2
2,0,11,0,11,11,4
8,1111000,1001,1,10000010,10000010,9
10,1101000110,10101,0,1101011011,1101011011,6
15,10000011001100,100111101111010,0,111000001000110,111000001000110,13
2,11,0,0,11,11,0
4,1010,1110,0,11000,11000,3
6,11111,1111,0,101110,101110,5
11,10111010,10111101111,0,11010101001,11010101001,5
12,101110000011,10000011111,0,111110100010,111110100010,9
18,10101011100101101,100110001000000011,1,111011100100110001,111011100100110001,7
20,11111011001110000011,1101000111111111001,0,101100100001101111100,101100100001101111100,11
1,0,0,1,1,1,2
3,11,10,0,101,101,3
21,11111011001110000011,101101000111111111001,0,1001100100001101111100,1001100100001101111100,11
2,0,0,0,0,0,2
5,11101,10101,1,110011,110011,5
7,10111,100,0,11011,11011,5
22,11111011001110000011,1101101000111111111001,0,10001100100001101111100,10001100100001101111100,11
10,110000100,1100110010,1,10010110111,10010110111,4
14,100110000100,10001101111,0,110111110011,110111110011,11
16,10000011001100,1100111101111010,0,1111000001000110,1111000001000110,13
23,11111011001110000011,11101101000111111111001,0,100001100100001101111100,100001100100001101111100,11
24,100011111011001110000011,111101101000111111111001,0,1100001100100001101111100,1100001100100001101111100,11
25,1100011111011001110000011,111101101000111111111001,0,10100001100100001101111100,10100001100100001101111100,11
26,1100011111011001110000011,111101101000111111111001,0,10100001100100001101111100,10100001100100001101111100,11
27,1100011111011001110000011,100111101101000111111111001,0,110100001100100001101111100,110100001100100001101111100,11
1,0,1,1,10,10,2
8,110110,10010001,1,11001000,11001000,5
9,101111000,100001001,1,1010000010,1010000010,9
28,1100011111011001110000011,1100111101101000111111111001,0,1110100001100100001101111100,1110100001100100001101111100,11
4,100,1001,0,1101,1101,6
12,100010111010,110111101111,0,1011010101001,1011010101001,5
13,1101110000011,1010000011111,0,10111110100010,10111110100010,9
19,10101011100101101,1100110001000000011,1,1111011100100110001,1111011100100110001,8
1,0,0,1,1,1,2
2,1,10,1,100,100,4
6,11100,101011,0,1000111,1000111,7
11,1101000110,10101,0,1101011011,1101011011,7
29,1100011111011001110000011,11100111101101000111111111001,0,11110100001100100001101111100,11110100001100100001101111100,11
1,1,0,0,1,1,0
3,101,11,0,1000,1000,6
17,10000011001100,11100111101111010,0,11111000001000110,11111000001000110,13
1,0,0,0,0,0,0
4,0,110,0,110,110,2
30,1100011111011001110000011,111100111101101000111111111001,0,111110100001100100001101111100,111110100001100100001101111100,11
31,1000001100011111011001110000011,1111100111101101000111111111001,0,10111110100001100100001101111100,10111110100001100100001101111100,11
32,1000001100011111011001110000011,1111100111101101000111111111001,0,10111110100001100100001101111100,10111110100001100100001101111100,11
3,1,111,1,1001,1001,1
5,10011,11100,1,110000,110000,7
8,10111,10000100,0,10011011,10011011,5
9,110110,10010001,1,11001000,11001000,5
15,100100110000100,10001101111,0,100110111110011,100110111110011,11
20,10101011100101101,1100110001000000011,1,1111011100100110001,1111011100100110001,9
2,0,1,0,1,1,3
21,100010101011100101101,101100110001000000011,1,1001111011100100110001,1001111011100100110001,9
1,1,1,0,10,10,2
13,1100010111010,1110111101111,0,11011010101001,11011010101001,5
22,1100010101011100101101,1101100110001000000011,1,11001111011100100110001,11001111011100100110001,9
4,1111,1111,1,11111,11111,3
6,110000,101010,1,1011011,1011011,5
7,11001,1100011,0,1111100,1111100,10
10,1101111000,1100001001,1,11010000010,11010000010,9
11,10110000100,11100110010,1,110010110111,110010110111,5
14,11101110000011,1010000011111,0,100111110100010,100111110100010,9
23,1100010101011100101101,11101100110001000000011,1,101001111011100100110001,101001111011100100110001,9
24,101100010101011100101101,111101100110001000000011,1,1101001111011100100110001,1101001111011100100110001,9
25,101100010101011100101101,1111101100110001000000011,1,10101001111011100100110001,10101001111011100100110001,9
26,10101100010101011100101101,1111101100110001000000011,1,100101001111011100100110001,100101001111011100100110001,9
27,110101100010101011100101101,1111101100110001000000011,1,1000101001111011100100110001,1000101001111011100100110001,9
5,11110,11010,1,111001,111001,3
12,1101000110,10101,0,1101011011,1101011011,7
18,100010000011001100,11100111101111010,0,111111000001000110,111111000001000110,13
28,110101100010101011100101101,1111101100110001000000011,1,1000101001111011100100110001,1000101001111011100100110001,9
1,0,0,1,1,1,2
16,100100110000100,1000010001101111,0,1100110111110011,1100110111110011,11
2,11,1,0,100,100,4
9,10111,10000100,0,10011011,10011011,5
3,110,1,0,111,111,6
4,10,1110,1,10001,10001,3
6,100011,11,1,100111,100111,3
29,10110101100010101011100101101,1111101100110001000000011,1,11000101001111011100100110001,11000101001111011100100110001,9
1,1,0,1,10,10,2
3,11,11,1,111,111,0
5,11111,1011,1,101011,101011,3
7,11111,1001111,0,1101110,1101110,5
10,110110,1010010001,1,1011001000,1011001000,5
14,11100010111010,11110111101111,0,111011010101001,111011010101001,5
30,10110101100010101011100101101,1111101100110001000000011,1,11000101001111011100100110001,11000101001111011100100110001,9
31,10110101100010101011100101101,1111101100110001000000011,1,11000101001111011100100110001,11000101001111011100100110001,9
32,10110101100010101011100101101,10000001111101100110001000000011,1,10011000101001111011100100110001,10011000101001111011100100110001,9
12,110110000100,11100110010,1,1010010110111,1010010110111,5
13,1101000110,10101,0,1101011011,1101011011,7
15,11101110000011,1010000011111,0,100111110100010,100111110100010,9
17,100100110000100,1000010001101111,0,1100110111110011,1100110111110011,11
19,1100010000011001100,1011100111101111010,0,10111111000001000110,10111111000001000110,13
1,0,1,0,1,1,2
2,0,11,0,11,11,4
5,111,1111,0,10110,10110,2
1,0,0,1,1,1,0
3,1,0,1,10,10,3
8,10011001,11100011,0,101111100,101111100,11
6,11101,110101,1,1010011,1010011,5
11,11101111000,11100001001,1,111010000010,111010000010,9
2,0,10,0,10,10,2
20,11100010000011001100,11011100111101111010,0,110111111000001000110,110111111000001000110,13
2,0,10,0,10,10,0
10,10111,1010000100,0,1010011011,1010011011,5
16,1011101110000011,1010000011111,0,1100111110100010,1100111110100010,9
21,11100010000011001100,111011100111101111010,0,1010111111000001000110,1010111111000001000110,13
3,101,100,0,1001,1001,3
4,1000,111,1,10000,10000,8
13,1110110000100,1011100110010,1,11010010110111,11010010110111,5
15,11100010111010,111110111101111,0,1011011010101001,1011011010101001,5
18,100100100110000100,1000010001101111,0,101100110111110011,101100110111110011,11
22,1011100010000011001100,111011100111101111010,0,10010111111000001000110,10010111111000001000110,13
5,11001,11101,0,110110,110110,5
7,1011100,101011,0,10000111,10000111,7
14,1101000110,10000000010101,0,10001101011011,10001101011011,7
23,11011100010000011001100,10111011100111101111010,0,110010111111000001000110,110010111111000001000110,13
24,11011100010000011001100,10111011100111101111010,0,110010111111000001000110,110010111111000001000110,13
25,11011100010000011001100,1010111011100111101111010,0,1110010111111000001000110,1110010111111000001000110,13
26,10011011100010000011001100,1010111011100111101111010,0,11110010111111000001000110,11110010111111000001000110,13
27,110011011100010000011001100,101010111011100111101111010,0,1011110010111111000001000110,1011110010111111000001000110,13
2,0,0,0,0,0,2
8,11111,1001111,0,1101110,1101110,5
9,110011001,111100011,0,1101111100,1101111100,11
28,110011011100010000011001100,1101010111011100111101111010,0,10011110010111111000001000110,10011110010111111000001000110,13
3,0,10,0,10,10,2
4,111,1,1,1001,1001,2
11,10000110110,11010010001,1,101011001000,101011001000,5
12,11101111000,111100001001,1,1011010000010,1011010000010,9
17,11011101110000011,1010000011111,0,11100111110100010,11100111110100010,9
6,10011,11100,1,110000,110000,7
16,1011100010111010,111110111101111,0,10011011010101001,10011011010101001,5
29,110011011100010000011001100,11101010111011100111101111010,0,100011110010111111000001000110,100011110010111111000001000110,13
2,1,0,1,10,10,3
19,100100100110000100,1001000010001101111,0,1101100110111110011,1101100110111110011,11
3,1,101,0,110,110,3
4,101,1100,0,10001,10001,3
5,11010,1110,0,101000,101000,5
7,1110000,101010,1,10011011,10011011,5
14,11110110000100,11011100110010,1,111010010110111,111010010110111,5
30,100110011011100010000011001100,111101010111011100111101111010,0,1100011110010111111000001000110,1100011110010111111000001000110,13
31,1100110011011100010000011001100,111101010111011100111101111010,0,10100011110010111111000001000110,10100011110010111111000001000110,13
32,11100110011011100010000011001100,111101010111011100111101111010,0,100100011110010111111000001000110,100100011110010111111000001000110,13
4,111,1001,1,10001,10001,0
9,100011111,101001111,0,1001101110,1001101110,5
15,100001101000110,10000000010101,0,110001101011011,110001101011011,7
6,111110,11010,1,1011001,1011001,3
11,10111,11010000100,0,11010011011,11010011011,5
2,10,10,0,100,100,3
8,11011100,101011,0,100000111,100000111,7
12,10000110110,11010010001,1,101011001000,101011001000,5
13,11101111000,111100001001,1,1011010000010,1011010000010,9
18,111011101110000011,1010000011111,0,111100111110100010,111100111110100010,9
20,10100100100110000100,1001000010001101111,0,11101100110111110011,11101100110111110011,11
10,110011001,111100011,0,1101111100,1101111100,11
17,1011100010111010,10111110111101111,0,100011011010101001,100011011010101001,6
21,110100100100110000100,101001000010001101111,0,1011101100110111110011,1011101100110111110011,11
3,11,101,0,1000,1000,4
4,11,10,0,101,101,3
7,100011,1000011,1,1100111,1100111,4
22,1110100100100110000100,101001000010001101111,0,10011101100110111110011,10011101100110111110011,11
2,11,0,0,11,11,2
6,11111,101011,1,1001011,1001011,3
23,11110100100100110000100,101001000010001101111,0,100011101100110111110011,100011101100110111110011,11
24,11110100100100110000100,100101001000010001101111,0,1000011101100110111110011,1000011101100110111110011,11
25,11110100100100110000100,1100101001000010001101111,0,10000011101100110111110011,10000011101100110111110011,11
26,10011110100100100110000100,11100101001000010001101111,0,110000011101100110111110011,110000011101100110111110011,11
27,10011110100100100110000100,111100101001000010001101111,0,1010000011101100110111110011,1010000011101100110111110011,11
15,111110110000100,111011100110010,1,1111010010110111,1111010010110111,5
16,1100001101000110,10000000010101,0,1110001101011011,1110001101011011,8
28,10011110100100100110000100,111100101001000010001101111,0,1010000011101100110111110011,1010000011101100110111110011,11
2,1,0,0,1,1,2
3,110,11,0,1001,1001,3
5,10100,1001,0,11101,11101,8
8,11110000,101010,1,100011011,100011011,5
9,11011100,101011,0,100000111,100000111,7
12,10111,11010000100,0,11010011011,11010011011,5
13,10000110110,11010010001,1,101011001000,101011001000,5
19,1111011101110000011,1010000011111,0,1111100111110100010,1111100111110100010,9
6,100111,101111,0,1010110,1010110,3
10,100011111,1101001111,0,10001101110,10001101110,5
14,11101111000,111100001001,1,1011010000010,1011010000010,9
29,10011110100100100110000100,10111100101001000010001101111,0,11010000011101100110111110011,11010000011101100110111110011,11
6,11001,111101,0,1010110,1010110,0
7,11101,110101,1,1010011,1010011,5
5,10000,10110,0,100110,100110,2
18,1011100010111010,110111110111101111,0,1000011011010101001,1000011011010101001,8
30,10011110100100100110000100,110111100101001000010001101111,0,111010000011101100110111110011,111010000011101100110111110011,11
31,1000010011110100100100110000100,110111100101001000010001101111,0,1111010000011101100110111110011,1111010000011101100110111110011,11
32,1000010011110100100100110000100,10110111100101001000010001101111,0,11111010000011101100110111110011,11111010000011101100110111110011,11
2,1,0,1,10,10,3
3,110,100,1,1011,1011,3
4,1101,1011,0,11000,11000,7
16,111110110000100,1111011100110010,1,10111010010110111,10111010010110111,5
20,11111011101110000011,1010000011111,0,11111100111110100010,11111100111110100010,9
11,10110011001,111100011,0,11101111100,11101111100,11
21,111111011101110000011,1010000011111,0,111111100111110100010,111111100111110100010,9
2,11,0,0,11,11,1
6,111010,1110,0,1001000,1001000,3
9,111110000,101010,1,1000011011,1000011011,5
13,10111,1011010000100,0,1011010011011,1011010011011,5
17,11100001101000110,10000000010101,0,11110001101011011,11110001101011011,10
22,1111111011101110000011,1000000001010000011111,0,10111111100111110100010,10111111100111110100010,9
2,11,1,1,101,101,0
4,1001,111,1,10001,10001,2
8,10100011,1000011,1,11100111,11100111,6
14,10010000110110,10011010010001,1,100101011001000,100101011001000,5
23,11111111011101110000011,1000000001010000011111,0,100111111100111110100010,100111111100111110100010,9
24,111111111011101110000011,101000000001010000011111,0,1100111111100111110100010,1100111111100111110100010,9
25,1111111111011101110000011,1101000000001010000011111,0,11100111111100111110100010,11100111111100111110100010,9
26,1111111111011101110000011,11101000000001010000011111,0,101100111111100111110100010,101100111111100111110100010,9
27,1111111111011101110000011,111101000000001010000011111,0,1001100111111100111110100010,1001100111111100111110100010,9
3,1,1,0,10,10,3
5,11111,1111,1,101111,101111,4
15,11101111000,100111100001001,1,101011010000010,101011010000010,9
28,1111111111011101110000011,1111101000000001010000011111,0,10001100111111100111110100010,10001100111111100111110100010,9
10,11011100,1000101011,0,1100000111,1100000111,7
7,10011,1011100,1,1110000,1110000,7
19,1011100010111010,110111110111101111,0,1000011011010101001,1000011011010101001,9
2,11,1,1,101,101,3
11,100011111,11101001111,0,100001101110,100001101110,5
29,1111111111011101110000011,1111101000000001010000011111,0,10001100111111100111110100010,10001100111111100111110100010,9
2,11,10,0,101,101,0
5,10010,11110,1,110001,110001,3
12,110110011001,111100011,0,111101111100,111101111100,11
17,111110110000100,1111011100110010,1,10111010010110111,10111010010110111,5
3,11,101,1,1001,1001,4
8,10011101,10110101,1,101010011,101010011,5
14,10111,11011010000100,0,11011010011011,11011010011011,5
30,1111111111011101110000011,1111101000000001010000011111,0,10001100111111100111110100010,10001100111111100111110100010,9
31,1000001111111111011101110000011,1111101000000001010000011111,0,1010001100111111100111110100010,1010001100111111100111110100010,9
32,1000001111111111011101110000011,10001111101000000001010000011111,0,11010001100111111100111110100010,11010001100111111100111110100010,9
15,110010000110110,110011010010001,1,1100101011001000,1100101011001000,5
16,1000011101111000,100111100001001,1,1101011010000010,1101011010000010,9
20,10001011100010111010,10110111110111101111,0,101000011011010101001,101000011011010101001,9
4,1110,1001,0,10111,10111,7
7,1111110,11010,1,10011001,10011001,4
9,10100011,101000011,1,111100111,111100111,8
10,111110000,101010,1,1000011011,1000011011,5
18,11100001101000110,10000000010101,0,11110001101011011,11110001101011011,11
21,110001011100010111010,10110111110111101111,0,1001000011011010101001,1001000011011010101001,9
2,1,1,1,11,11,3
3,11,11,0,110,110,2
22,110001011100010111010,10110111110111101111,0,1001000011011010101001,1001000011011010101001,9
6,110100,1001,0,111101,111101,10
23,10110001011100010111010,10010110111110111101111,0,101001000011011010101001,101001000011011010101001,9
24,10110001011100010111010,110010110111110111101111,0,1001001000011011010101001,1001001000011011010101001,9
25,1010110001011100010111010,1110010110111110111101111,0,11001001000011011010101001,11001001000011011010101001,9
26,1010110001011100010111010,11110010110111110111101111,0,101001001000011011010101001,101001001000011011010101001,9
27,101010110001011100010111010,111110010110111110111101111,0,1101001001000011011010101001,1101001001000011011010101001,9
12,100100011111,111101001111,0,1100001101110,1100001101110,5
13,1110110011001,1000111100011,0,10111101111100,10111101111100,11
28,1101010110001011100010111010,111110010110111110111101111,0,10101001001000011011010101001,10101001001000011011010101001,9
2,11,10,1,110,110,2
4,11,1011,1,1111,1111,3
7,1011111,1101011,1,11001011,11001011,3
11,10011011100,1000101011,0,11100000111,11100000111,7
15,10111,11011010000100,0,11011010011011,11011010011011,5
16,110010000110110,110011010010001,1,1100101011001000,1100101011001000,5
6,110000,110110,0,1100110,1100110,3
8,10010011,11011100,1,101110000,101110000,7
9,10011101,10110101,1,101010011,101010011,5
18,111110110000100,101111011100110010,1,110111010010110111,110111010010110111,5
29,11101010110001011100010111010,10111110010110111110111101111,0,110101001001000011011010101001,110101001001000011011010101001,9
2,1,10,1,100,100,2
5,1000,111,1,10000,10000,9
17,11000011101111000,100111100001001,1,11101011010000010,11101011010000010,9
19,1011100001101000110,10000000010101,0,1011110001101011011,1011110001101011011,11
3,0,111,0,111,111,6
4,1,1000,1,1010,1010,3
7,1100111,101111,0,10010110,10010110,3
30,11101010110001011100010111010,110111110010110111110111101111,0,1010101001001000011011010101001,1010101001001000011011010101001,9
31,1011101010110001011100010111010,1110111110010110111110111101111,0,11010101001001000011011010101001,11010101001001000011011010101001,9
32,11011101010110001011100010111010,1110111110010110111110111101111,0,101010101001001000011011010101001,101010101001001000011011010101001,9
3,111,0,0,111,111,0
7,1011001,111101,0,10010110,10010110,0
13,1100100011111,111101001111,0,10100001101110,10100001101110,5
2,11,1,1,101,101,2
10,1010100011,1101000011,1,10111100111,10111100111,9
11,111110000,101010,1,1000011011,1000011011,5
14,1110110011001,11000111100011,0,100111101111100,100111101111100,11
5,10111,10001,1,101001,101001,3
16,10111,1011011010000100,0,1011011010011011,1011011010011011,5
20,1011100001101000110,10000000010101,0,1011110001101011011,1011110001101011011,11
3,100,100,0,1000,1000,2
12,110011011100,1000101011,0,111100000111,111100000111,8
21,1011100001101000110,10000000010101,0,1011110001101011011,1011110001101011011,11
4,1101,100,0,10001,10001,4
6,11111,101111,1,1001111,1001111,6
8,1111110,10011010,1,100011001,100011001,6
17,10110010000110110,10110011010010001,1,101100101011001000,101100101011001000,5
19,111110110000100,1101111011100110010,1,1110111010010110111,1110111010010110111,5
22,1011100001101000110,1000000010000000010101,0,1001011110001101011011,1001011110001101011011,11
9,110010011,11011100,1,1001110000,1001110000,7
23,10001011100001101000110,1000000010000000010101,0,11001011110001101011011,11001011110001101011011,11
24,10001011100001101000110,101000000010000000010101,0,111001011110001101011011,111001011110001101011011,11
25,1010001011100001101000110,101000000010000000010101,0,1111001011110001101011011,1111001011110001101011011,11
26,11010001011100001101000110,10101000000010000000010101,0,101111001011110001101011011,101111001011110001101011011,11
27,11010001011100001101000110,10101000000010000000010101,0,101111001011110001101011011,101111001011110001101011011,11
2,10,0,1,11,11,4
7,111010,1001110,0,10001000,10001000,5
28,11010001011100001101000110,1010101000000010000000010101,0,1101111001011110001101011011,1101111001011110001101011011,11
5,10101,1100,0,100001,100001,4
10,10011101,10110101,1,101010011,101010011,5
4,1000,1010,0,10010,10010,3
6,110010,11110,1,1010001,1010001,3
8,11011111,11101011,1,111001011,111001011,3
14,11100100011111,111101001111,0,100100001101110,100100001101110,6
15,101110110011001,11000111100011,0,1000111101111100,1000111101111100,11
18,11000011101111000,100100111100001001,1,111101011010000010,111101011010000010,10
20,10000111110110000100,11101111011100110010,1,101110111010010110111,101110111010010110111,5
3,1,10,1,100,100,5
12,111110000,100000101010,1,101000011011,101000011011,5
21,110000111110110000100,111101111011100110010,1,1101110111010010110111,1101110111010010110111,5
29,11010001011100001101000110,1010101000000010000000010101,0,1101111001011110001101011011,1101111001011110001101011011,11
13,110011011100,1000101011,0,111100000111,111100000111,9
22,110000111110110000100,111101111011100110010,1,1101110111010010110111,1101110111010010110111,5
2,10,1,1,100,100,4
11,1010100011,11101000011,1,100111100111,100111100111,9
17,10000000000010111,1011011010000100,0,11011011010011011,11011011010011011,6
23,10110000111110110000100,10111101111011100110010,1,101101110111010010110111,101101110111010010110111,5
24,10110000111110110000100,10111101111011100110010,1,101101110111010010110111,101101110111010010110111,5
25,10110000111110110000100,1010111101111011100110010,1,1101101110111010010110111,1101101110111010010110111,5
26,10010110000111110110000100,1010111101111011100110010,1,11101101110111010010110111,11101101110111010010110111,5
27,10010110000111110110000100,1010111101111011100110010,1,11101101110111010010110111,11101101110111010010110111,5
30,100011010001011100001101000110,1010101000000010000000010101,0,101101111001011110001101011011,101101111001011110001101011011,11
31,100011010001011100001101000110,1010101000000010000000010101,0,101101111001011110001101011011,101101111001011110001101011011,11
32,100011010001011100001101000110,10001010101000000010000000010101,0,10101101111001011110001101011011,10101101111001011110001101011011,11
4,1,1101,0,1110,1110,3
8,11100111,101111,0,100010110,100010110,3
28,10010110000111110110000100,1001010111101111011100110010,1,1011101101110111010010110111,1011101101110111010010110111,5
3,100,101,0,1001,1001,3
9,101111110,110011010,1,1100011001,1100011001,7
16,101110110011001,1011000111100011,0,10000111101111100,10000111101111100,11
18,110110010000110110,10110011010010001,1,1001100101011001000,1001100101011001000,5
10,110010011,11011100,1,1001110000,1001110000,7
29,10010110000111110110000100,11001010111101111011100110010,1,11011101101110111010010110111,11011101101110111010010110111,5
2,0,10,1,11,11,4
13,111110000,100000101010,1,101000011011,101000011011,5
15,111100100011111,100111101001111,0,1100100001101110,1100100001101110,7
5,111,1001,1,10001,10001,9
9,11011111,11101011,1,111001011,111001011,3
11,10010011101,10010110101,1,100101010011,100101010011,5
19,1011000011101111000,100100111100001001,1,1111101011010000010,1111101011010000010,12
30,10010110000111110110000100,11001010111101111011100110010,1,11011101101110111010010110111,11011101101110111010010110111,5
